influencer_ID,followers,avg_likes,avg_comments
inf20835,420260,22931,1480
inf20836,154043,33729,4356
inf20837,781342,2677,2918
inf20838,372906,42578,3006
inf20839,639471,28319,2955
inf20840,642447,94995,2167
inf20841,813159,84573,2278
inf20842,941063,30109,3876
inf20843,74820,48956,4001
inf20844,634350,79460,3350
inf20845,739561,85103,4778
inf20846,552764,28947,3421
inf20847,523117,62386,3784
inf20848,456899,65255,1419
inf20849,667351,55001,4818
inf20850,741457,32049,384
inf20851,121355,69887,1720
inf20852,71047,62734,1670
inf20853,142868,820,2065
inf20854,4881,66556,2546
inf20855,540956,54988,1103
inf20856,232789,29857,3525
inf20857,166384,13695,2136
inf20858,29106,40291,4897
inf20859,749118,12968,3942
inf20860,803161,81400,337
inf20861,654642,73735,2042
inf20862,595608,83780,3819
inf20863,842345,1151,467
inf20864,975530,41676,176
inf20865,322546,4040,4216
inf20866,122649,7551,2619
inf20867,367074,97492,4258
inf20868,693642,28494,4795
inf20869,493665,20688,1030
inf20870,468854,82696,4684
inf20871,694578,56234,1759
inf20872,936454,1110,3914
inf20873,585027,42440,4939
inf20874,249765,3507,995
inf20875,267651,9896,2441
inf20876,178375,59579,1350
inf20877,103552,79638,4392
inf20878,604347,83402,300
inf20879,156739,23674,3131
inf20880,660352,54517,282
inf20881,763186,55168,3102
inf20882,131514,79408,2538
inf20883,467779,26474,2361
inf20884,875112,30728,3872
inf20885,26530,12677,4623
inf20886,242348,65132,4290
inf20887,16305,98480,3541
inf20888,110097,10611,859
inf20889,779093,54098,2043
inf20890,970633,19919,4440
inf20891,743627,87666,1271
inf20892,480425,2816,1110
inf20893,493049,4562,567
inf20894,53044,82788,1205
inf20895,131436,64819,4790
inf20896,90363,91810,575
inf20897,321961,57771,785
inf20898,628326,35602,831
inf20899,571954,81580,1103
inf20900,420389,29476,4782
inf20901,806341,46006,3683
inf20902,458183,85238,2042
inf20903,949511,88060,2004
inf20904,407201,9652,1774
inf20905,23525,24646,4247
inf20906,113293,38606,214
inf20907,102046,4197,2751
inf20908,38403,91019,4900
inf20909,169265,33747,4107
inf20910,501181,68124,1246
inf20911,398046,55113,4740
inf20912,974648,56131,4595
inf20913,132605,9221,515
inf20914,768914,30661,3704
inf20915,153018,1663,4458
inf20916,286648,97657,1998
inf20917,635839,66806,3134
inf20918,318859,3372,818
inf20919,684615,5490,1780
inf20920,974945,97427,2812
inf20921,562143,92793,4712
inf20922,42721,92411,1012
inf20923,112597,86317,2218
inf20924,173922,59838,1131
inf20925,363803,32641,2687
inf20926,297867,90881,3755
inf20927,692099,6681,2696
inf20928,785717,11048,3642
inf20929,530827,22726,2651
inf20930,991533,48051,2868
inf20931,983013,77322,3884
inf20932,641648,55987,2245
inf20933,364284,19642,4945
inf20934,153383,80100,2053
inf20935,759603,92828,58
inf20936,856612,23257,900
inf20937,380129,11074,4208
inf20938,349125,80529,2040
inf20939,823366,2247,3148
inf20940,928015,5977,1217
inf20941,394399,34261,4454
inf20942,796907,21522,551
inf20943,478982,39801,4103
inf20944,195202,62224,3244
inf20945,322721,14001,685
inf20946,783328,58365,1017
inf20947,289152,95726,4008
inf20948,733228,13510,496
inf20949,442157,65842,2606
inf20950,568044,81568,1298
inf20951,726618,87005,2588
inf20952,606018,1785,1771
inf20953,422128,81940,2684
inf20954,607990,56330,3341
inf20955,182731,60602,2667
inf20956,834272,62798,4077
inf20957,213584,19607,2983
inf20958,301767,10768,2769
inf20959,850735,70788,878
inf20960,833494,28193,1972
inf20961,57690,97008,2953
inf20962,733942,9101,2901
inf20963,99980,87288,3460
inf20964,417850,88228,1027
inf20965,518926,11207,2575
inf20966,516717,12735,2178
inf20967,922594,40417,4272
inf20968,308410,91602,3637
inf20969,162080,7626,955
inf20970,875075,42731,3781
inf20971,583992,6769,3556
inf20972,767441,95080,4115
inf20973,457082,74352,148
inf20974,380518,79712,3322
inf20975,795814,23500,2816
inf20976,441990,91331,1244
inf20977,468786,4793,2087
inf20978,730422,20387,2573
inf20979,877041,75689,166
inf20980,571986,62826,2741
inf20981,264254,39438,3514
inf20982,902698,66067,774
inf20983,476197,56914,2716
inf20984,132458,36393,1234
inf20985,977017,79814,1564
inf20986,216192,67166,1529
inf20987,243282,28595,4744
inf20988,835233,87931,1522
inf20989,901444,66050,4764
inf20990,883517,40227,4883
inf20991,203929,73632,2844
inf20992,32566,19858,312
inf20993,951025,48590,2501
inf20994,242300,6208,3647
inf20995,24798,89077,3875
inf20996,407781,23617,4427
inf20997,24027,25536,2703
inf20998,501252,51964,162
inf20999,491847,75511,1076
inf21000,793063,58164,3516
inf21001,746225,26452,4782
inf21002,240628,73793,2557
inf21003,582166,12461,3764
inf21004,570494,24475,1326
inf21005,628761,20264,3393
inf21006,977086,2546,3249
inf21007,59334,88685,2957
inf21008,335467,90108,1192
inf21009,578907,98460,4853
inf21010,628824,95647,2768
inf21011,421091,59467,452
inf21012,680874,43156,1605
inf21013,524604,4300,1830
inf21014,154652,51498,2506
inf21015,260201,16851,4201
inf21016,742187,64318,718
inf21017,922792,29110,1490
inf21018,532022,73932,1563
inf21019,739360,30340,3936
inf21020,826440,32514,301
inf21021,312493,28078,3565
inf21022,139886,34875,3825
inf21023,437370,7447,1704
inf21024,139923,45885,2656
inf21025,911910,5733,659
inf21026,133672,97831,1121
inf21027,57614,94338,3627
inf21028,204474,23204,2411
inf21029,791124,35403,921
inf21030,127745,98414,85
inf21031,190099,79190,3310
inf21032,774131,9520,2431
inf21033,807805,87475,4125
inf21034,754996,15453,4916
inf21035,522435,23368,4145
inf21036,457021,99184,4206
inf21037,375557,88128,4797
inf21038,998887,75931,3923
inf21039,539795,49858,3462
inf21040,326075,84345,1935
inf21041,600787,70838,3669
inf21042,728002,1626,3741
inf21043,729229,7072,2589
inf21044,901794,19496,2216
inf21045,884881,91538,4307
inf21046,359963,92972,2364
inf21047,826855,38306,3575
inf21048,104612,79783,2531
inf21049,87120,86286,4782
inf21050,904841,17061,3165
inf21051,878350,73232,4375
inf21052,591888,71539,4933
inf21053,567136,95487,2260
inf21054,532108,25473,540
inf21055,795944,21939,2116
inf21056,168797,20207,4571
inf21057,314678,92617,1778
inf21058,741511,64328,214
inf21059,388335,34942,2278
inf21060,696136,76024,180
inf21061,586233,44643,4974
inf21062,770708,84918,1489
inf21063,346564,60427,4188
inf21064,179527,40777,2245
inf21065,346632,47911,1424
inf21066,514796,78597,276
inf21067,184505,92787,3220
inf21068,272855,47488,4026
inf21069,715622,54406,1433
inf21070,87009,98476,4804
inf21071,740145,86919,810
inf21072,534885,96462,3389
inf21073,61067,98114,351
inf21074,743880,47640,4307
inf21075,573310,64816,565
inf21076,514959,7640,2907
inf21077,213996,1573,3331
inf21078,900105,98325,3888
inf21079,500479,37068,1436
inf21080,412998,66835,392
inf21081,577070,50029,3438
inf21082,466360,67344,2762
inf21083,711373,87732,2450
inf21084,898148,55581,4551
inf21085,502525,45880,2393
inf21086,905462,22007,678
inf21087,859468,68862,646
inf21088,298486,60629,3339
inf21089,86745,31515,3495
inf21090,939481,2422,3611
inf21091,235648,37820,3928
inf21092,320540,93230,1253
inf21093,115836,30097,3613
inf21094,107998,20231,2179
inf21095,51021,41841,3817
inf21096,463273,23154,4464
inf21097,521410,68613,3912
inf21098,131672,23804,2152
inf21099,381703,14300,907
inf21100,854268,91087,534
inf21101,945579,2021,4797
inf21102,745875,47157,954
inf21103,425018,55370,1300
inf21104,734121,11451,2310
inf21105,602305,95388,696
inf21106,480969,25146,4994
inf21107,766709,42060,2732
inf21108,712182,50157,2920
inf21109,445819,69031,4682
inf21110,365833,90030,601
inf21111,81291,77668,2036
inf21112,877882,1487,4335
inf21113,691952,60274,1234
inf21114,581294,8410,2160
inf21115,944773,3896,4377
inf21116,629556,25575,4831
inf21117,313282,44248,3511
inf21118,587686,53638,4597
inf21119,222163,7260,1977
inf21120,676234,45351,1117
inf21121,844660,47985,2251
inf21122,850102,73170,259
inf21123,126613,67204,143
inf21124,103071,94635,4367
inf21125,506096,9463,2444
inf21126,111572,24931,2686
inf21127,773054,70007,2670
inf21128,139997,86382,4748
inf21129,790539,12358,496
inf21130,87388,27017,2934
inf21131,621007,23724,3764
inf21132,643306,50931,2601
inf21133,815049,79894,1249
inf21134,75258,76357,2502
inf21135,837507,85108,730
inf21136,652286,57716,1102
inf21137,810063,1298,3402
inf21138,648408,79774,822
inf21139,718804,76917,938
inf21140,884590,78666,3563
inf21141,510800,93006,2700
inf21142,402099,49429,1330
inf21143,938212,39156,3004
inf21144,571509,78750,4195
inf21145,149269,38726,94
inf21146,939638,71904,2359
inf21147,369066,20945,1182
inf21148,34550,84579,1540
inf21149,277786,51548,1104
inf21150,938943,82648,1738
inf21151,631381,17582,600
inf21152,418799,5170,3495
inf21153,262188,5342,1195
inf21154,619173,71126,1508
inf21155,604826,19600,1321
inf21156,325158,50530,4656
inf21157,806955,22570,1820
inf21158,373429,49676,597
inf21159,726903,15920,413
inf21160,631167,77161,967
inf21161,91629,21502,3626
inf21162,508704,8881,247
inf21163,339974,4605,319
inf21164,308682,91643,4421
inf21165,310454,5408,3357
inf21166,929412,44777,4709
inf21167,116266,8503,4487
inf21168,189362,60943,4875
inf21169,447850,52048,3145
inf21170,800131,62273,1321
inf21171,232241,83230,1516
inf21172,252249,67020,2946
inf21173,67912,55560,2656
inf21174,670615,55128,4849
inf21175,80183,77023,989
inf21176,61282,51316,4179
inf21177,59249,52334,255
inf21178,563464,21114,3171
inf21179,533451,42361,2727
inf21180,841642,20445,529
inf21181,124844,76478,3095
inf21182,367731,23590,3666
inf21183,756640,33134,376
inf21184,335123,31132,4222
inf21185,604148,79473,659
inf21186,153215,87144,1602
inf21187,792352,58947,4833
inf21188,608199,40087,415
inf21189,825428,42056,1460
inf21190,405964,30077,3915
inf21191,357215,30933,1325
inf21192,999755,92489,3453
inf21193,48252,71828,1969
inf21194,910166,42168,2995
inf21195,457395,16146,3428
inf21196,924954,67061,3136
inf21197,53756,31338,2792
inf21198,837667,21695,2455
inf21199,353690,19179,621
inf21200,394236,16890,4192
inf21201,913234,23690,2904
inf21202,212325,22035,1132
inf21203,371565,1686,3484
inf21204,928168,17062,2913
inf21205,329779,34424,274
inf21206,810657,21774,1951
inf21207,200245,28628,2044
inf21208,894317,3172,999
inf21209,500264,64771,3452
inf21210,86333,38576,2794
inf21211,696585,65282,3641
inf21212,273951,4541,3477
inf21213,7402,68324,1130
inf21214,5521,79604,2896
inf21215,719525,45680,4227
inf21216,776173,77367,2440
inf21217,902125,91234,849
inf21218,9382,88368,4875
inf21219,517243,62305,184
inf21220,898428,85043,1593
inf21221,496873,94905,4208
inf21222,540353,52776,805
inf21223,348614,76368,1722
inf21224,15425,31202,4858
inf21225,800543,98082,3859
inf21226,172871,78812,919
inf21227,578545,49549,3869
inf21228,911422,55010,1777
inf21229,717537,34283,503
inf21230,915245,66521,817
inf21231,344190,12299,117
inf21232,825283,85539,3527
inf21233,534104,17233,4615
inf21234,472069,42164,4161
inf21235,3175,15843,2568
inf21236,274485,55727,1936
inf21237,851340,87582,3265
inf21238,682014,47898,3787
inf21239,455111,88359,3330
inf21240,584984,6908,1585
inf21241,189961,95028,2919
inf21242,219216,4230,1459
inf21243,346259,96580,2318
inf21244,293338,97860,2309
inf21245,429053,20533,3939
inf21246,463110,77352,2108
inf21247,85358,10414,4941
inf21248,173648,28015,4065
inf21249,365692,36664,2150
inf21250,676087,43780,3384
inf21251,559867,15881,385
inf21252,97554,29392,385
inf21253,672915,53164,2945
inf21254,840726,11492,60
inf21255,575065,33443,584
inf21256,400122,6337,363
inf21257,41751,42376,2022
inf21258,201671,58676,3312
inf21259,109750,49564,1817
inf21260,75180,55967,2115
inf21261,764274,78410,3877
inf21262,205750,31108,3468
inf21263,819076,53819,4460
inf21264,34521,48809,1958
inf21265,536852,62438,2020
inf21266,630443,79932,123
inf21267,989144,74597,2102
inf21268,421515,69174,1372
inf21269,442174,56763,2335
inf21270,188150,58757,1351
inf21271,407637,64357,1582
inf21272,351891,49297,4469
inf21273,798634,97656,4409
inf21274,372551,47134,4861
inf21275,960689,45595,393
inf21276,660045,49523,4297
inf21277,91197,3352,2782
inf21278,43637,2963,1903
inf21279,674726,90340,4475
inf21280,497464,26952,2546
inf21281,25276,88539,4761
inf21282,868378,28802,1496
inf21283,966743,81991,4365
inf21284,862646,2031,735
inf21285,156647,66551,2496
inf21286,435617,60164,4912
inf21287,304374,13196,3358
inf21288,735784,29951,2393
inf21289,387230,26643,2092
inf21290,130526,49978,3225
inf21291,508723,66122,2478
inf21292,462833,11257,1918
inf21293,679381,15786,4462
inf21294,927953,90470,4711
inf21295,409873,92588,350
inf21296,298203,25788,4592
inf21297,2532,20543,3839
inf21298,520518,82248,1602
inf21299,103666,95287,1470
inf21300,707165,70071,2381
inf21301,82551,27010,2699
inf21302,169828,40123,4413
inf21303,597168,50118,2649
inf21304,107734,83679,85
inf21305,901429,95475,2422
inf21306,731002,2069,4990
inf21307,952710,61011,611
inf21308,839600,14895,2956
inf21309,114123,43880,1863
inf21310,731548,54769,3308
inf21311,943054,16374,2995
inf21312,400605,24222,4160
inf21313,88897,28064,4607
inf21314,692207,96744,4374
inf21315,629887,76725,4200
inf21316,866671,20149,2347
inf21317,281786,87015,729
inf21318,370006,88287,2952
inf21319,249751,76534,1256
inf21320,37509,91166,4092
inf21321,866849,86898,2805
inf21322,836669,57821,95
inf21323,671774,32613,2701
inf21324,850608,49904,2614
inf21325,129633,65990,1981
inf21326,867297,4825,1546
inf21327,642469,35036,248
inf21328,587347,96929,2421
inf21329,312294,73844,1498
inf21330,875799,90792,258
inf21331,566379,72206,4341
inf21332,205196,69082,2047
inf21333,1903,19146,3171
inf21334,242024,9902,1884
inf21335,841667,96553,2777
inf21336,190637,16075,697
inf21337,842774,93995,1520
inf21338,174795,55029,3071
inf21339,36572,87078,4188
inf21340,805042,19583,1525
inf21341,821484,69774,19
inf21342,99993,32935,2219
inf21343,350207,54900,3242
inf21344,956054,11446,266
inf21345,972537,24219,4693
inf21346,423227,92503,3710
inf21347,497027,40366,518
inf21348,953268,50964,3105
inf21349,622828,70925,2921
inf21350,54533,84858,945
inf21351,680424,79415,4632
inf21352,911421,28549,1235
inf21353,784185,14142,116
inf21354,181653,40609,462
inf21355,121388,39787,3404
inf21356,816134,82065,1125
inf21357,124482,20705,4037
inf21358,796063,6617,1518
inf21359,255936,97513,2164
inf21360,88388,95984,4873
inf21361,650086,42847,448
inf21362,595331,7672,68
inf21363,984567,33819,677
inf21364,685341,70869,4490
inf21365,823196,43364,1013
inf21366,758131,94325,1707
inf21367,785147,92592,1233
inf21368,444729,34680,1538
inf21369,654302,67082,4141
inf21370,114076,43032,2223
inf21371,624295,48791,3197
inf21372,722558,85590,1616
inf21373,812372,55809,2182
inf21374,894850,62302,1402
inf21375,72792,53431,3381
inf21376,422648,28792,3887
inf21377,9367,73854,599
inf21378,899196,64562,2030
inf21379,759961,54287,449
inf21380,944015,53533,1847
inf21381,796005,19533,1809
inf21382,540870,87857,493
inf21383,137450,9716,1365
inf21384,852728,96881,2110
inf21385,669860,12424,1265
inf21386,328985,48723,1864
inf21387,547169,42118,3812
inf21388,857665,94475,807
inf21389,707902,43368,529
inf21390,590573,82741,241
inf21391,60547,53981,2908
inf21392,718511,77058,3413
inf21393,663582,71183,327
inf21394,8933,76852,2217
inf21395,346529,36614,3280
inf21396,766127,34204,1045
inf21397,623994,40231,3413
inf21398,472653,32976,4748
inf21399,925444,32154,3922
inf21400,872022,93822,1453
inf21401,369543,67774,4029
inf21402,322289,73677,2066
inf21403,175682,57545,4580
inf21404,320664,86156,1812
inf21405,529832,17160,2866
inf21406,842244,83362,2730
inf21407,203682,32941,3478
inf21408,183572,43351,4447
inf21409,958122,56242,3379
inf21410,382234,29856,4460
inf21411,886486,35586,3675
inf21412,943948,42683,4744
inf21413,218054,84091,3159
inf21414,488295,3685,3104
inf21415,975090,25557,836
inf21416,419005,67537,155
inf21417,395833,33605,4644
inf21418,260711,39282,821
inf21419,626122,26822,2574
inf21420,135405,17167,1835
inf21421,41002,59696,2597
inf21422,256549,81676,743
inf21423,982124,86099,1690
inf21424,744048,35879,1063
inf21425,483843,19732,560
inf21426,394727,12312,1897
inf21427,375994,9791,1686
inf21428,655299,85642,1884
inf21429,694210,74774,4442
inf21430,646836,42305,3120
inf21431,476388,94128,2180
inf21432,32786,11340,4541
inf21433,468572,85927,1833
inf21434,299388,38517,4997
inf21435,731074,72114,896
inf21436,68261,44131,2809
inf21437,281621,99925,2696
inf21438,702893,8153,1992
inf21439,952973,23167,1810
inf21440,271640,45855,3918
inf21441,121522,29359,22
inf21442,406486,37397,756
inf21443,732368,68411,2974
inf21444,283868,38129,3351
inf21445,293560,83625,1986
inf21446,560863,90828,4555
inf21447,475406,18210,1093
inf21448,601902,72796,3288
inf21449,94566,16238,2479
inf21450,253061,97915,347
inf21451,729468,93295,2271
inf21452,935912,14450,1709
inf21453,128192,42036,547
inf21454,544647,47961,606
inf21455,402914,59171,886
inf21456,202464,77930,2978
inf21457,749423,61464,4690
inf21458,957996,3390,2799
inf21459,468997,41198,2987
inf21460,568922,10781,2226
inf21461,118255,27465,3380
inf21462,568152,74169,3751
inf21463,881914,82865,1089
inf21464,38355,2055,1289
inf21465,38690,18209,858
inf21466,432030,33615,4519
inf21467,688005,99221,2260
inf21468,741174,5901,3128
inf21469,204811,74361,785
inf21470,581918,94166,4633
inf21471,180243,57021,1701
inf21472,546946,13304,3670
inf21473,518196,26318,1499
inf21474,520757,17814,4539
inf21475,240204,57611,380
inf21476,278941,8565,298
inf21477,846231,64655,2282
inf21478,381445,89190,2916
inf21479,754702,32416,1721
inf21480,315380,29011,2776
inf21481,531553,98658,3110
inf21482,521335,17069,1667
inf21483,650899,40467,1457
inf21484,204206,63908,438
inf21485,447710,52624,823
inf21486,384898,72251,4220
inf21487,970772,76574,4231
inf21488,683358,55351,103
inf21489,92426,60379,2389
inf21490,979843,30218,436
inf21491,408522,63936,3431
inf21492,720366,96318,4604
inf21493,512933,40350,2923
inf21494,179417,87162,4795
inf21495,143957,58343,1046
inf21496,634969,83369,1801
inf21497,831258,52204,4006
inf21498,580885,61688,85
inf21499,925947,24599,3483
inf21500,98375,28464,36
inf21501,772365,44679,147
inf21502,804516,17715,4180
inf21503,352591,89510,2322
inf21504,529671,59377,308
inf21505,93313,5417,3434
inf21506,821793,20,2670
inf21507,81294,20645,923
inf21508,586619,53710,3223
inf21509,96057,1801,2885
inf21510,152601,41708,39
inf21511,714934,20541,4068
inf21512,744987,24242,470
inf21513,384829,87228,2215
inf21514,97917,42640,4819
inf21515,495132,80810,3627
inf21516,294076,9188,1795
inf21517,516303,60386,202
inf21518,265052,23519,4172
inf21519,507705,24596,597
inf21520,424574,59431,826
inf21521,555700,83429,4992
inf21522,915751,13682,538
inf21523,871142,21210,4524
inf21524,254928,84796,4633
inf21525,213104,45803,862
inf21526,3928,51550,370
inf21527,852590,14862,1881
inf21528,162704,86843,4246
inf21529,33309,41225,4498
inf21530,796712,3253,1006
inf21531,41449,81793,174
inf21532,814389,8728,3436
inf21533,693255,89611,2490
inf21534,333643,20159,2311
inf21535,618345,63251,1787
inf21536,754511,55084,2049
inf21537,373209,14386,2313
inf21538,506074,94520,2850
inf21539,678055,64647,2151
inf21540,600181,65886,2867
inf21541,457339,63399,2162
inf21542,812608,26374,4883
inf21543,674769,27110,1283
inf21544,780824,39788,2982
inf21545,844399,76719,1431
inf21546,526275,42531,4533
inf21547,972966,28189,293
inf21548,199573,57645,729
inf21549,237692,68425,2042
inf21550,884286,35505,3126
inf21551,27015,9119,1467
inf21552,488943,24790,1043
inf21553,375494,57432,1340
inf21554,853836,66073,4086
inf21555,117751,23010,727
inf21556,916239,20236,4900
inf21557,706641,97392,2962
inf21558,955650,71786,1382
inf21559,49231,56943,984
inf21560,685392,73229,1483
inf21561,291449,32436,2631
inf21562,55306,66159,1947
inf21563,220248,96251,1109
inf21564,122139,10045,444
inf21565,543606,23166,4743
inf21566,145318,44363,1926
inf21567,952348,7623,1565
inf21568,164674,36444,4875
inf21569,284728,61628,3589
inf21570,772687,33993,3941
inf21571,540457,47835,4048
inf21572,26968,46725,3228
inf21573,924889,93121,731
inf21574,205830,87060,761
inf21575,910116,50348,2683
inf21576,640679,44948,1909
inf21577,288588,4522,4686
inf21578,235856,61003,1361
inf21579,517328,17409,4384
inf21580,369225,87434,3356
inf21581,63497,65578,3193
inf21582,530650,86102,452
inf21583,886686,11940,3972
inf21584,664610,21962,3364
inf21585,593642,82803,918
inf21586,37368,67814,4746
inf21587,45109,38070,865
inf21588,999093,81776,2547
inf21589,189717,80477,2991
inf21590,975501,5937,3367
inf21591,28426,43574,2276
inf21592,905064,87691,3188
inf21593,637925,62130,4963
inf21594,564311,57789,2101
inf21595,385412,90120,4782
inf21596,453483,25465,839
inf21597,156964,14002,1206
inf21598,977736,57230,4625
inf21599,514168,58301,3777
inf21600,896643,88505,1306
inf21601,620185,61283,820
inf21602,977729,74518,563
inf21603,672367,25771,212
inf21604,605065,70464,4538
inf21605,45858,59751,3866
inf21606,963577,10965,2609
inf21607,221510,64705,1993
inf21608,353186,58207,780
inf21609,870530,25455,2917
inf21610,545527,13078,4486
inf21611,457185,59833,4567
inf21612,931569,80253,1725
inf21613,898383,85937,1737
inf21614,42291,71109,4810
inf21615,39805,76280,2600
inf21616,99831,79918,856
inf21617,150515,76318,3398
inf21618,10290,53531,3076
inf21619,394427,48638,4697
inf21620,346778,38742,3862
inf21621,806504,25186,4065
inf21622,830722,91353,4557
inf21623,86186,99446,2088
inf21624,802547,84739,3927
inf21625,530437,56038,1466
inf21626,829424,69317,13
inf21627,280860,18655,3635
inf21628,885156,17077,741
inf21629,538909,27380,1480
inf21630,401036,21833,4180
inf21631,786088,76259,308
inf21632,900497,24229,3308
inf21633,961304,52005,3639
inf21634,973547,97376,4821
inf21635,817831,6768,3086
inf21636,120374,81511,3003
inf21637,932506,86893,1355
inf21638,306242,4015,2191
inf21639,832943,12695,4390
inf21640,316387,9987,14
inf21641,378275,39592,2421
inf21642,524990,32632,1317
inf21643,816182,42452,2301
inf21644,223682,4493,4362
inf21645,935814,89972,1216
inf21646,842830,8546,2036
inf21647,738902,71029,4249
inf21648,993711,5405,333
inf21649,774085,97313,769
inf21650,307489,76635,3649
inf21651,618718,40239,1854
inf21652,115921,72018,277
inf21653,617017,39930,3308
inf21654,577131,19510,4236
inf21655,666582,15774,4551
inf21656,950013,89938,4736
inf21657,132458,67275,4709
inf21658,851766,34681,3462
inf21659,330314,26081,1099
inf21660,41878,85035,1113
inf21661,201741,5267,3330
inf21662,170421,82314,2665
inf21663,756631,30892,3316
inf21664,940456,14706,463
inf21665,516188,7680,3752
inf21666,615640,5696,2171
inf21667,415745,46669,850
inf21668,989807,13966,2951
inf21669,435737,92768,3382
inf21670,543671,28139,1663
inf21671,661261,53708,4264
inf21672,830321,66332,3218
inf21673,539921,3380,2298
inf21674,587532,69168,4319
inf21675,916609,86431,4261
inf21676,937667,21306,2490
inf21677,191091,38211,4906
inf21678,929211,52785,2759
inf21679,744472,73331,3487
inf21680,346741,5912,4200
inf21681,701461,64579,3108
inf21682,701066,85352,4957
inf21683,733444,95741,940
inf21684,16115,16449,4915
inf21685,76379,11376,322
inf21686,234553,88026,3598
inf21687,565267,64896,1845
inf21688,697001,37949,4354
inf21689,594665,13310,3924
inf21690,778146,84950,3180
inf21691,531704,52462,703
inf21692,929137,78827,2914
inf21693,391929,29801,65
inf21694,656954,87809,351
inf21695,408609,1441,1137
inf21696,429596,57735,2464
inf21697,701416,46766,676
inf21698,393508,76487,3130
inf21699,884939,60430,4871
inf21700,643531,69301,3543
inf21701,923365,55264,2773
inf21702,628358,41275,1700
inf21703,561414,39902,4579
inf21704,605670,650,4466
inf21705,223785,60873,957
inf21706,952186,28118,637
inf21707,543516,64765,3669
inf21708,494515,38645,2303
inf21709,549297,58634,532
inf21710,787526,56330,2796
inf21711,501204,52183,724
inf21712,81636,22006,1999
inf21713,184293,51005,4149
inf21714,99453,97646,2791
inf21715,411646,33330,713
inf21716,954075,22344,3971
inf21717,55486,99255,1520
inf21718,877942,65822,2187
inf21719,490881,32714,4454
inf21720,718654,80100,503
inf21721,261243,24956,668
inf21722,546148,10301,2358
inf21723,335956,86491,4935
inf21724,329231,13101,1063
inf21725,245856,46590,1533
inf21726,402702,25196,3568
inf21727,739423,98381,3834
inf21728,50607,85250,4856
inf21729,403961,1803,4723
inf21730,369808,52076,2359
inf21731,210605,82267,4027
inf21732,543618,26059,4251
inf21733,908235,21328,4521
inf21734,696438,33543,2647
inf21735,711692,97640,3034
inf21736,498337,74354,3255
inf21737,973036,23787,114
inf21738,777422,10512,467
inf21739,222437,64182,848
inf21740,306480,18567,465
inf21741,533358,43110,2045
inf21742,526608,76930,2844
inf21743,876475,62698,2202
inf21744,302065,28172,361
inf21745,7589,68265,3921
inf21746,982913,83676,1359
inf21747,880427,39245,1732
inf21748,540877,63891,3381
inf21749,37375,14107,3747
inf21750,44085,99518,4842
inf21751,586128,16981,1983
inf21752,699560,99220,855
inf21753,623992,44713,3174
inf21754,945236,86543,2781
inf21755,884479,18095,191
inf21756,940930,53056,2651
inf21757,31982,59301,3534
inf21758,847152,49955,405
inf21759,935250,63697,3167
inf21760,291658,44031,971
inf21761,196961,78419,4475
inf21762,398067,13535,3701
inf21763,938300,91371,2706
inf21764,601322,58486,4957
inf21765,981302,78089,413
inf21766,361532,75359,1966
inf21767,457201,12703,2801
inf21768,953096,19983,2325
inf21769,45845,6632,1187
inf21770,934434,48429,3410
inf21771,255259,16008,1149
inf21772,898285,35604,810
inf21773,109417,92507,2020
inf21774,114436,22401,3644
inf21775,239198,64043,4247
inf21776,284303,86778,411
inf21777,489288,56946,4481
inf21778,90788,58811,1718
inf21779,549291,53615,3102
inf21780,631010,15149,1646
inf21781,822571,9946,1743
inf21782,237444,13927,3665
inf21783,839884,59840,3943
inf21784,23205,70183,1634
inf21785,752419,31303,4535
inf21786,582243,27388,2603
inf21787,766523,60606,1043
inf21788,270608,29812,4807
inf21789,739006,26171,1612
inf21790,204729,8424,4984
inf21791,272984,51369,2100
inf21792,496832,70785,2739
inf21793,303912,13177,2610
inf21794,927965,7177,558
inf21795,808359,50524,2346
inf21796,886054,36271,2229
inf21797,16329,77671,634
inf21798,16791,58157,459
inf21799,315771,54036,3642
inf21800,392029,4605,2357
inf21801,670732,69601,1255
inf21802,487106,29938,1287
inf21803,704829,57544,3151
inf21804,372698,69214,88
inf21805,131436,36435,893
inf21806,88073,81907,4913
inf21807,250894,16892,430
inf21808,297514,47330,4185
inf21809,52408,58729,2551
inf21810,354085,53436,3156
inf21811,417919,3358,2216
inf21812,147306,43610,2242
inf21813,139604,44188,2460
inf21814,298560,56790,1117
inf21815,73439,16971,1805
inf21816,543530,98226,3098
inf21817,706614,49225,1277
inf21818,866756,74102,683
inf21819,822681,6570,3236
inf21820,887556,12915,3245
inf21821,882481,95742,2765
inf21822,240647,48802,102
inf21823,872510,52677,2071
inf21824,295438,73100,4255
inf21825,716144,24435,3679
inf21826,397900,13116,1114
inf21827,418011,92176,4745
inf21828,518351,36474,3599
inf21829,716661,1222,685
inf21830,463403,45858,1368
inf21831,142503,30560,3202
inf21832,469883,71943,3208
inf21833,352771,61029,4309
inf21834,91381,50705,436
inf21835,353171,19180,398
inf21836,253641,52231,2575
inf21837,711732,95688,133
inf21838,857798,94445,1190
inf21839,95176,87977,3173
inf21840,644955,31294,3622
inf21841,336014,91426,2108
inf21842,572675,54819,4162
inf21843,709287,23569,3332
inf21844,796736,24782,2901
inf21845,507399,20468,1645
inf21846,804464,16267,4648
inf21847,92291,31900,2848
